@RELATION spf3

@ATTRIBUTE V1 NUMERIC
@ATTRIBUTE V2 NUMERIC
@ATTRIBUTE V3 NUMERIC
@ATTRIBUTE V4 NUMERIC
@ATTRIBUTE V5 NUMERIC
@ATTRIBUTE V6 NUMERIC
@ATTRIBUTE V7 NUMERIC
@ATTRIBUTE V8 NUMERIC
@ATTRIBUTE V9 NUMERIC
@ATTRIBUTE V10 NUMERIC
@ATTRIBUTE V11 NUMERIC
@ATTRIBUTE V12 NUMERIC
@ATTRIBUTE V13 NUMERIC
@ATTRIBUTE V14 NUMERIC
@ATTRIBUTE V15 NUMERIC
@ATTRIBUTE V16 NUMERIC
@ATTRIBUTE V17 NUMERIC
@ATTRIBUTE V18 NUMERIC
@ATTRIBUTE V19 NUMERIC
@ATTRIBUTE V20 NUMERIC
@ATTRIBUTE V21 NUMERIC
@ATTRIBUTE V22 NUMERIC
@ATTRIBUTE V23 NUMERIC
@ATTRIBUTE V24 NUMERIC
@ATTRIBUTE V25 NUMERIC
@ATTRIBUTE V26 NUMERIC
@ATTRIBUTE V27 NUMERIC
@ATTRIBUTE target {Bumps, Dirtiness, K_Scratch, Other_Faults, Pastry, Stains, Z_Scratch}

@DATA
799.0,804.0,1341292.0,1341296.0,12.0,5.0,4.0,1504.0,111.0,140.0,1360.0,0.0,1.0,50.0,0.8177,0.4,0.8,0.0037,1.0,1.0,0.0,1.0792,0.699,0.6021,-0.2,-0.0208,0.1322,0.0
26.0,40.0,2535272.0,2535292.0,205.0,24.0,21.0,26503.0,108.0,148.0,1354.0,1.0,0.0,70.0,0.0384,0.2679,0.7,0.0103,0.5833,0.9524,1.0,2.3117,1.1461,1.301,0.3,0.01,0.463,0.0
34.0,42.0,451067.0,451079.0,59.0,13.0,12.0,5608.0,85.0,103.0,1354.0,1.0,0.0,70.0,0.0502,0.3854,0.6667,0.0059,0.6154,1.0,1.0,1.7708,0.9031,1.0792,0.3333,-0.2574,0.2018,0.0
64.0,203.0,7765518.0,7765576.0,4364.0,185.0,108.0,479531.0,74.0,132.0,1360.0,0.0,1.0,40.0,0.0941,0.4587,0.4173,0.1022,0.7513,0.537,0.0,3.6399,2.143,1.7634,-0.5827,-0.1415,1.0,2.0
552.0,597.0,1211332.0,1211367.0,824.0,100.0,61.0,93355.0,100.0,134.0,1694.0,1.0,0.0,80.0,0.6517,0.4768,0.7778,0.0266,0.45,0.5738,0.0,2.9159,1.6532,1.5441,-0.2222,-0.1149,0.9998,3.0
41.0,190.0,508837.0,508896.0,5702.0,216.0,119.0,591835.0,45.0,126.0,1356.0,0.0,1.0,40.0,0.0605,0.3514,0.396,0.1099,0.6898,0.4958,0.0,3.756,2.1732,1.7708,-0.604,-0.1891,1.0,2.0
322.0,357.0,1747625.0,1747660.0,314.0,84.0,50.0,38597.0,110.0,140.0,1356.0,1.0,0.0,70.0,0.4749,0.7437,1.0,0.0258,0.4167,0.7,0.5,2.4969,1.5441,1.5441,0.0,-0.0397,0.9979,6.0
39.0,212.0,862475.0,862693.0,17357.0,794.0,495.0,2034432.0,27.0,142.0,1400.0,0.0,1.0,40.0,0.0557,0.5398,0.7936,0.1236,0.2179,0.4404,1.0,4.2395,2.238,2.3385,0.2064,-0.0843,1.0,2.0
868.0,879.0,4048592.0,4048602.0,86.0,11.0,10.0,8851.0,90.0,117.0,1688.0,1.0,0.0,70.0,0.9585,0.2182,0.9091,0.0065,1.0,1.0,0.0,1.9345,1.0414,1.0,-0.0909,-0.196,0.2173,0.0
159.0,172.0,7003.0,7020.0,126.0,21.0,29.0,23023.0,173.0,196.0,1353.0,0.0,1.0,100.0,0.235,0.4299,0.7647,0.0096,0.6191,0.5862,1.0,2.1004,1.1139,1.2305,0.2353,0.4275,0.3678,2.0
171.0,182.0,1804039.0,1804048.0,69.0,12.0,9.0,8210.0,99.0,143.0,1688.0,1.0,0.0,100.0,0.2026,0.303,0.8182,0.0065,0.9167,1.0,0.0,1.8389,1.0414,0.9542,-0.1818,-0.0704,0.2051,3.0
1221.0,1232.0,87916.0,87927.0,90.0,17.0,11.0,9216.0,85.0,124.0,1362.0,0.0,1.0,175.0,0.1909,0.2562,1.0,0.0081,0.6471,1.0,0.5,1.9542,1.0414,1.0414,0.0,-0.2,0.23,0.0
39.0,214.0,1992062.0,1992137.0,6998.0,280.0,143.0,724819.0,43.0,124.0,1358.0,0.0,1.0,40.0,0.0574,0.4668,0.4286,0.1289,0.625,0.5245,0.0,3.845,2.243,1.8751,-0.5714,-0.1908,1.0,2.0
277.0,292.0,1151809.0,1151838.0,217.0,32.0,32.0,25231.0,107.0,126.0,1376.0,0.0,1.0,40.0,0.4026,0.5012,0.5172,0.0109,0.4688,0.9063,1.0,2.3365,1.1761,1.4624,0.4828,-0.0916,0.7079,6.0
1404.0,1410.0,5202306.0,5202324.0,85.0,9.0,18.0,8948.0,97.0,119.0,1627.0,0.0,1.0,40.0,0.2668,0.213,0.3333,0.0037,0.6667,1.0,1.0,1.9294,0.7782,1.2553,0.6667,-0.1776,0.215,0.0
81.0,90.0,2082327.0,2082338.0,60.0,13.0,11.0,6133.0,91.0,117.0,1356.0,1.0,0.0,70.0,0.1195,0.3939,0.8182,0.0066,0.6923,1.0,1.0,1.7781,0.9542,1.0414,0.1818,-0.2014,0.2051,0.0
449.0,588.0,1019477.0,1019497.0,1107.0,155.0,85.0,128883.0,107.0,126.0,1353.0,0.0,1.0,70.0,0.6637,0.6018,0.1439,0.1027,0.8968,0.2353,0.0,3.0442,2.143,1.301,-0.8561,-0.0904,1.0,3.0
41.0,216.0,1669152.0,1669220.0,6422.0,278.0,138.0,670952.0,43.0,126.0,1358.0,0.0,1.0,40.0,0.0604,0.4603,0.3886,0.1289,0.6295,0.4927,0.0,3.8077,2.243,1.8325,-0.6114,-0.1838,1.0,2.0
189.0,199.0,1290093.0,1290103.0,64.0,11.0,10.0,7736.0,103.0,145.0,1690.0,1.0,0.0,60.0,0.2237,0.36,1.0,0.0059,0.9091,1.0,0.5,1.8062,1.0,1.0,0.0,-0.0557,0.2061,0.0
1110.0,1126.0,4349724.0,4349745.0,220.0,19.0,21.0,27851.0,115.0,140.0,1666.0,0.0,1.0,40.0,0.6483,0.3452,0.7619,0.0096,0.8421,1.0,1.0,2.3424,1.2041,1.3222,0.2381,-0.011,0.556,0.0
1194.0,1219.0,172567.0,172592.0,204.0,68.0,38.0,25491.0,114.0,141.0,1358.0,0.0,1.0,40.0,0.2047,0.6736,1.0,0.0184,0.3677,0.6579,0.5,2.3096,1.3979,1.3979,0.0,-0.0238,0.8958,3.0
0.0,10.0,1701480.0,1701528.0,210.0,36.0,48.0,17413.0,73.0,100.0,1333.0,0.0,1.0,40.0,0.0,0.5625,0.2083,0.0075,0.2778,1.0,1.0,2.3222,1.0,1.6812,0.7917,-0.3522,0.7659,4.0
765.0,771.0,879259.0,879265.0,16.0,9.0,8.0,2069.0,123.0,140.0,1358.0,0.0,1.0,50.0,0.8645,0.5556,1.0,0.0044,0.6667,0.75,0.5,1.2041,0.7782,0.7782,0.0,0.0103,0.1449,3.0
888.0,900.0,172100.0,172111.0,105.0,15.0,11.0,10269.0,59.0,126.0,1686.0,1.0,0.0,70.0,0.9324,0.2045,0.9167,0.0071,0.8,1.0,0.0,2.0212,1.0792,1.0414,-0.0833,-0.2359,0.2432,3.0
1358.0,1372.0,2356396.0,2356435.0,395.0,19.0,39.0,38722.0,75.0,118.0,1373.0,0.0,1.0,40.0,0.0015,0.2766,0.359,0.0102,0.7368,1.0,1.0,2.5966,1.1461,1.5911,0.641,-0.2341,0.8355,3.0
39.0,216.0,2662735.0,2662807.0,6664.0,328.0,172.0,690169.0,33.0,124.0,1358.0,0.0,1.0,40.0,0.0574,0.4771,0.4068,0.1303,0.5396,0.4186,0.0,3.8237,2.248,1.8573,-0.5932,-0.1909,1.0,2.0
141.0,182.0,133683.0,133829.0,2267.0,201.0,161.0,248809.0,96.0,127.0,1354.0,1.0,0.0,70.0,0.2083,0.6213,0.2808,0.0303,0.204,0.9068,1.0,3.3554,1.6128,2.1644,0.7192,-0.1426,1.0,2.0
733.0,745.0,3957796.0,3957839.0,367.0,16.0,43.0,35856.0,55.0,127.0,1387.0,0.0,1.0,50.0,0.9257,0.2888,0.2791,0.0087,0.75,1.0,1.0,2.5647,1.0792,1.6335,0.7209,-0.2367,0.8061,0.0
1505.0,1522.0,880521.0,880535.0,155.0,19.0,14.0,14729.0,71.0,114.0,1654.0,1.0,0.0,80.0,0.1596,0.3487,0.8235,0.0103,0.8947,1.0,0.0,2.1903,1.2305,1.1461,-0.1765,-0.2576,0.3945,3.0
1641.0,1665.0,2961860.0,2961953.0,1130.0,102.0,101.0,99671.0,77.0,103.0,1692.0,1.0,0.0,70.0,0.0319,0.4937,0.2581,0.0142,0.2353,0.9208,1.0,3.0531,1.3802,1.9685,0.7419,-0.3109,1.0,0.0
827.0,834.0,1930709.0,1930720.0,56.0,11.0,11.0,6337.0,97.0,132.0,1356.0,0.0,1.0,40.0,0.7699,0.2727,0.6364,0.0052,0.6364,1.0,1.0,1.7482,0.8451,1.0414,0.3636,-0.1159,0.1822,6.0
955.0,960.0,1260440.0,1260444.0,17.0,6.0,4.0,2246.0,120.0,149.0,1360.0,0.0,1.0,50.0,0.5882,0.15,0.8,0.0037,0.8333,1.0,0.0,1.2305,0.699,0.6021,-0.2,0.0322,0.1322,0.0
41.0,196.0,1494534.0,1494716.0,12729.0,634.0,404.0,1482862.0,29.0,143.0,1400.0,0.0,1.0,40.0,0.0586,0.5488,0.8516,0.1107,0.2445,0.4505,1.0,4.1048,2.1903,2.2601,0.1484,-0.0899,1.0,2.0
39.0,212.0,2730163.0,2730230.0,6108.0,299.0,149.0,635284.0,40.0,125.0,1356.0,0.0,1.0,40.0,0.0575,0.473,0.3873,0.1276,0.5786,0.4497,0.0,3.7859,2.238,1.8261,-0.6127,-0.1874,1.0,2.0
1277.0,1290.0,396403.0,396420.0,161.0,17.0,17.0,11803.0,41.0,95.0,1364.0,1.0,0.0,200.0,0.1085,0.2715,0.7647,0.0095,0.7647,1.0,1.0,2.2068,1.1139,1.2305,0.2353,-0.4273,0.3678,3.0
477.0,488.0,1134907.0,1134921.0,116.0,18.0,14.0,11801.0,64.0,134.0,1692.0,1.0,0.0,143.0,0.5638,0.2467,0.7857,0.0065,0.6111,1.0,1.0,2.0645,1.0414,1.1461,0.2143,-0.2052,0.2712,6.0
41.0,54.0,12577343.0,12577396.0,501.0,33.0,53.0,46520.0,49.0,127.0,1358.0,0.0,1.0,40.0,0.0604,0.2729,0.2453,0.0096,0.3939,1.0,1.0,2.6998,1.1139,1.7243,0.7547,-0.2746,0.9294,3.0
13.0,24.0,2512899.0,2512965.0,567.0,47.0,66.0,46365.0,51.0,109.0,1690.0,1.0,0.0,60.0,0.0154,0.219,0.1667,0.0065,0.234,1.0,1.0,2.7536,1.0414,1.8195,0.8333,-0.3611,0.944,4.0
293.0,314.0,1044255.0,1044283.0,210.0,41.0,29.0,27761.0,119.0,148.0,1694.0,1.0,0.0,80.0,0.3459,0.6429,0.75,0.0124,0.5122,0.9655,1.0,2.3222,1.3222,1.4472,0.25,0.0328,0.8705,0.0
338.0,348.0,393428.0,393468.0,273.0,31.0,40.0,29865.0,93.0,125.0,1376.0,0.0,1.0,40.0,0.4913,0.3175,0.25,0.0073,0.3226,1.0,1.0,2.4362,1.0,1.6021,0.75,-0.1453,0.6574,3.0
1324.0,1330.0,1543653.0,1543689.0,145.0,23.0,36.0,16920.0,108.0,127.0,1352.0,0.0,1.0,40.0,0.0325,0.3287,0.1667,0.0044,0.2609,1.0,1.0,2.1614,0.7782,1.5563,0.8333,-0.0884,0.3601,0.0
1145.0,1157.0,2613103.0,2613123.0,168.0,15.0,20.0,19901.0,105.0,135.0,1362.0,0.0,1.0,40.0,0.301,0.3,0.6,0.0088,0.8,1.0,1.0,2.2253,1.0792,1.301,0.4,-0.0745,0.3977,0.0
830.0,837.0,837868.0,837888.0,82.0,13.0,20.0,9671.0,106.0,128.0,1392.0,0.0,1.0,220.0,0.7974,0.4143,0.35,0.005,0.5385,1.0,1.0,1.9138,0.8451,1.301,0.65,-0.0786,0.2532,3.0
1495.0,1560.0,123779.0,123815.0,1002.0,97.0,64.0,99456.0,87.0,116.0,1633.0,0.0,1.0,300.0,0.0894,0.5718,0.5538,0.0398,0.6701,0.5625,0.0,3.0009,1.8129,1.5563,-0.4462,-0.2245,1.0,3.0
103.0,112.0,208092.0,208112.0,108.0,20.0,22.0,16455.0,145.0,159.0,1353.0,0.0,1.0,100.0,0.1523,0.4,0.45,0.0066,0.45,0.9091,1.0,2.0334,0.9542,1.301,0.55,0.1903,0.3068,3.0
221.0,245.0,638591.0,638600.0,72.0,36.0,12.0,9217.0,120.0,140.0,1352.0,0.0,1.0,40.0,0.3269,0.6667,0.375,0.0178,0.6667,0.75,0.0,1.8573,1.3802,0.9542,-0.625,0.0001,0.3601,0.0
1575.0,1589.0,815462.0,815504.0,335.0,37.0,42.0,32766.0,86.0,124.0,1696.0,0.0,1.0,90.0,0.1262,0.4303,0.3333,0.0082,0.3784,1.0,1.0,2.525,1.1461,1.6233,0.6667,-0.2359,0.8705,3.0
1043.0,1053.0,1082240.0,1082248.0,64.0,12.0,8.0,7296.0,97.0,132.0,1687.0,1.0,0.0,80.0,0.7516,0.2,0.8,0.0059,0.8333,1.0,0.0,1.8062,1.0,0.9031,-0.2,-0.1094,0.1852,6.0
41.0,218.0,897989.0,898132.0,14949.0,720.0,469.0,1734628.0,27.0,142.0,1400.0,0.0,1.0,40.0,0.0586,0.4094,0.8079,0.1264,0.2458,0.3049,0.0,4.1746,2.248,2.1553,-0.1921,-0.0935,1.0,2.0
41.0,187.0,2112377.0,2112542.0,9349.0,659.0,387.0,1068391.0,38.0,140.0,1402.0,0.0,1.0,40.0,0.0585,0.6119,0.8849,0.1041,0.2216,0.4264,1.0,3.9708,2.1644,2.2175,0.1151,-0.1072,1.0,2.0
1202.0,1216.0,289529.0,289543.0,137.0,15.0,15.0,16692.0,109.0,134.0,1692.0,0.0,1.0,60.0,0.5627,0.301,1.0,0.0083,0.9333,0.9333,0.5,2.1367,1.1461,1.1461,0.0,-0.0481,0.33,3.0
616.0,622.0,2182058.0,2182079.0,82.0,14.0,21.0,9584.0,109.0,126.0,1366.0,0.0,1.0,100.0,0.9019,0.3492,0.2857,0.0044,0.4286,1.0,1.0,1.9138,0.7782,1.3222,0.7143,-0.0869,0.2359,1.0
41.0,190.0,1799909.0,1800071.0,11388.0,705.0,420.0,1311391.0,36.0,140.0,1402.0,0.0,1.0,40.0,0.0585,0.5282,0.9197,0.1063,0.2113,0.3857,1.0,4.0564,2.1732,2.2095,0.0803,-0.1003,1.0,2.0
214.0,247.0,1538494.0,1538509.0,209.0,66.0,46.0,27037.0,118.0,143.0,1362.0,0.0,1.0,40.0,0.3142,0.5778,0.4545,0.0242,0.5,0.3261,0.0,2.3201,1.5185,1.1761,-0.5454,0.0106,0.7833,0.0
0.0,4.0,224005.0,224035.0,83.0,18.0,31.0,7446.0,71.0,108.0,1360.0,1.0,0.0,70.0,0.0,0.3083,0.1333,0.0029,0.2222,0.9677,1.0,1.9191,0.6021,1.4771,0.8667,-0.2991,0.2288,3.0
165.0,176.0,1373431.0,1373442.0,52.0,17.0,13.0,5376.0,95.0,111.0,1358.0,1.0,0.0,70.0,0.243,0.5702,1.0,0.0081,0.6471,0.8461,0.5,1.716,1.0414,1.0414,0.0,-0.1923,0.23,6.0
1059.0,1069.0,117715.0,117724.0,76.0,10.0,9.0,15483.0,195.0,213.0,1387.0,0.0,1.0,40.0,0.4585,0.1556,0.9,0.0072,1.0,1.0,0.0,1.8808,1.0,0.9542,-0.1,0.5916,0.1954,3.0
138.0,184.0,949306.0,949493.0,3811.0,235.0,230.0,365943.0,78.0,124.0,1358.0,1.0,0.0,70.0,0.2032,0.557,0.246,0.0339,0.1957,0.813,1.0,3.581,1.6628,2.2718,0.754,-0.2498,1.0,3.0
354.0,370.0,409908.0,409918.0,116.0,19.0,10.0,12174.0,82.0,126.0,1360.0,0.0,1.0,40.0,0.5206,0.275,0.625,0.0118,0.8421,1.0,0.0,2.0645,1.2041,1.0,-0.375,-0.1801,0.2792,3.0
401.0,415.0,762911.0,762937.0,198.0,42.0,34.0,24783.0,118.0,134.0,1372.0,0.0,1.0,40.0,0.5846,0.456,0.5385,0.0102,0.3333,0.7647,1.0,2.2967,1.1461,1.415,0.4615,-0.0221,0.6015,3.0
475.0,482.0,626952.0,626956.0,18.0,7.0,4.0,2319.0,112.0,140.0,1360.0,0.0,1.0,50.0,0.6985,0.3571,0.5714,0.0052,1.0,1.0,0.0,1.2553,0.8451,0.6021,-0.4286,0.0065,0.1384,0.0
584.0,590.0,83249.0,83253.0,15.0,6.0,4.0,1522.0,90.0,118.0,1358.0,0.0,1.0,50.0,0.8601,0.375,0.6667,0.0044,1.0,1.0,0.0,1.1761,0.7782,0.6021,-0.3333,-0.2073,0.1353,0.0
49.0,75.0,1736811.0,1736822.0,120.0,31.0,18.0,12834.0,90.0,125.0,1356.0,1.0,0.0,70.0,0.0723,0.5804,0.4231,0.0192,0.8387,0.6111,0.0,2.0792,1.415,1.0414,-0.5769,-0.1645,0.4729,6.0
1170.0,1182.0,61060.0,61074.0,126.0,12.0,14.0,14727.0,103.0,127.0,1353.0,0.0,1.0,185.0,0.2528,0.25,0.8571,0.0089,1.0,1.0,1.0,2.1004,1.0792,1.1461,0.1429,-0.0869,0.2901,3.0
195.0,209.0,1671098.0,1671110.0,99.0,16.0,13.0,12056.0,111.0,132.0,1358.0,1.0,0.0,70.0,0.2872,0.4107,0.8571,0.0103,0.875,0.9231,0.0,1.9956,1.1461,1.0792,-0.1429,-0.0486,0.2901,4.0
1360.0,1373.0,2094748.0,2094776.0,251.0,22.0,28.0,28050.0,89.0,140.0,1632.0,0.0,1.0,125.0,0.3174,0.3104,0.4643,0.008,0.5909,1.0,1.0,2.3997,1.1139,1.4472,0.5357,-0.1269,0.6015,0.0
317.0,322.0,166852.0,166856.0,15.0,5.0,4.0,1826.0,110.0,135.0,1694.0,1.0,0.0,143.0,0.3743,0.25,0.8,0.003,1.0,1.0,0.0,1.1761,0.699,0.6021,-0.2,-0.049,0.1322,3.0
39.0,220.0,1835934.0,1836000.0,6644.0,252.0,113.0,689961.0,40.0,126.0,1358.0,0.0,1.0,40.0,0.0574,0.4438,0.3646,0.1333,0.7182,0.5841,0.0,3.8224,2.2577,1.8195,-0.6354,-0.1887,1.0,2.0
39.0,216.0,2201440.0,2201499.0,5933.0,312.0,167.0,614522.0,38.0,125.0,1356.0,0.0,1.0,40.0,0.0575,0.4319,0.3333,0.1305,0.5673,0.3533,0.0,3.7733,2.248,1.7708,-0.6667,-0.1908,1.0,2.0
516.0,528.0,1346892.0,1346908.0,143.0,15.0,16.0,14742.0,76.0,125.0,1353.0,0.0,1.0,70.0,0.7628,0.2552,0.75,0.0089,0.8,1.0,1.0,2.1553,1.0792,1.2041,0.25,-0.1946,0.3241,0.0
545.0,583.0,425925.0,425936.0,162.0,46.0,27.0,17260.0,99.0,126.0,1360.0,0.0,1.0,40.0,0.8015,0.6124,0.2895,0.0279,0.8261,0.4074,0.0,2.2095,1.5798,1.0414,-0.7105,-0.1676,0.6839,3.0
344.0,355.0,113753.0,113766.0,92.0,12.0,13.0,4690.0,29.0,71.0,1356.0,1.0,0.0,300.0,0.5074,0.3566,0.8461,0.0081,0.9167,1.0,1.0,1.9638,1.0414,1.1139,0.1539,-0.6017,0.257,3.0
39.0,197.0,2098167.0,2098332.0,10821.0,754.0,454.0,1238454.0,36.0,140.0,1400.0,0.0,1.0,40.0,0.0557,0.5849,0.9576,0.1129,0.2095,0.3634,1.0,4.0343,2.1987,2.2175,0.0424,-0.1059,1.0,2.0
724.0,733.0,3320084.0,3320092.0,56.0,14.0,8.0,5857.0,87.0,124.0,1380.0,0.0,1.0,40.0,0.9377,0.2222,0.8889,0.0065,0.6429,1.0,0.0,1.7482,0.9542,0.9031,-0.1111,-0.1829,0.1773,0.0
41.0,209.0,7300641.0,7300696.0,4788.0,257.0,136.0,516343.0,63.0,127.0,1360.0,0.0,1.0,40.0,0.0603,0.4818,0.3274,0.1235,0.6537,0.4044,0.0,3.6802,2.2253,1.7404,-0.6726,-0.1575,1.0,2.0
17.0,33.0,2656857.0,2656867.0,78.0,28.0,17.0,9208.0,105.0,132.0,1352.0,1.0,0.0,70.0,0.0251,0.5125,0.625,0.0118,0.5714,0.5882,0.0,1.8921,1.2041,1.0,-0.375,-0.0777,0.2792,6.0
37.0,218.0,1285016.0,1285196.0,15704.0,976.0,557.0,1814409.0,25.0,142.0,1396.0,0.0,1.0,40.0,0.053,0.518,0.9945,0.1297,0.1855,0.3232,0.0,4.196,2.2577,2.2553,-0.0055,-0.0974,1.0,2.0
1145.0,1154.0,595201.0,595245.0,226.0,23.0,44.0,24834.0,93.0,126.0,1358.0,1.0,0.0,100.0,0.3004,0.4293,0.2045,0.0066,0.3913,1.0,1.0,2.3541,0.9542,1.6435,0.7954,-0.1415,0.6514,0.0
863.0,882.0,728350.0,728372.0,243.0,24.0,25.0,31245.0,118.0,140.0,1364.0,0.0,1.0,50.0,0.7067,0.4187,0.8636,0.0139,0.7917,0.88,1.0,2.3856,1.2787,1.3424,0.1364,0.0045,0.6839,3.0
41.0,211.0,1484624.0,1484688.0,6337.0,344.0,174.0,654684.0,41.0,127.0,1358.0,0.0,1.0,40.0,0.0604,0.4176,0.3765,0.1252,0.4942,0.3678,0.0,3.8019,2.2304,1.8062,-0.6235,-0.1929,1.0,2.0
109.0,141.0,4025621.0,4025624.0,53.0,32.0,7.0,6578.0,84.0,159.0,1690.0,1.0,0.0,70.0,0.129,0.4479,0.0938,0.0189,1.0,0.4286,0.0,1.7243,1.5051,0.4771,-0.9063,-0.0304,0.2018,0.0
1061.0,1082.0,3420976.0,3420988.0,118.0,28.0,16.0,11084.0,82.0,111.0,1366.0,1.0,0.0,80.0,0.4158,0.5318,0.5714,0.0154,0.75,0.75,0.0,2.0719,1.3222,1.0792,-0.4286,-0.2661,0.417,0.0
1005.0,1012.0,53568.0,53593.0,83.0,16.0,27.0,14187.0,161.0,181.0,1353.0,0.0,1.0,200.0,0.5041,0.5257,0.28,0.0052,0.4375,0.9259,1.0,1.9191,0.8451,1.3979,0.72,0.3354,0.2998,3.0
82.0,98.0,1951256.0,1951299.0,490.0,38.0,44.0,50867.0,86.0,118.0,1354.0,1.0,0.0,70.0,0.1211,0.2878,0.3721,0.0118,0.4211,0.9773,1.0,2.6902,1.2041,1.6335,0.6279,-0.189,0.929,6.0
66.0,92.0,961682.0,961728.0,613.0,95.0,77.0,63480.0,90.0,117.0,1356.0,1.0,0.0,70.0,0.0974,0.4875,0.5652,0.0192,0.2737,0.5974,1.0,2.7875,1.415,1.6628,0.4348,-0.191,0.9974,3.0
340.0,352.0,573781.0,573792.0,103.0,14.0,11.0,11535.0,85.0,133.0,1694.0,1.0,0.0,80.0,0.4014,0.2197,0.9167,0.0071,0.8571,1.0,0.0,2.0128,1.0792,1.0414,-0.0833,-0.1251,0.2432,3.0
1273.0,1281.0,1709863.0,1709871.0,26.0,9.0,8.0,3341.0,120.0,141.0,1358.0,0.0,1.0,50.0,0.1134,0.5938,1.0,0.0059,0.8889,1.0,0.5,1.415,0.9031,0.9031,0.0,0.0039,0.1696,4.0
905.0,916.0,1046618.0,1046624.0,41.0,12.0,7.0,4162.0,88.0,117.0,1687.0,1.0,0.0,100.0,0.914,0.3788,0.5454,0.0065,0.9167,0.8571,0.0,1.6128,1.0414,0.7782,-0.4545,-0.2069,0.1715,0.0
130.0,188.0,2638000.0,2638062.0,1685.0,181.0,101.0,208514.0,115.0,135.0,1358.0,0.0,1.0,40.0,0.1915,0.5314,0.9355,0.0427,0.3204,0.6139,1.0,3.2266,1.7634,1.7924,0.0645,-0.0332,1.0,2.0
37.0,261.0,652969.0,653195.0,18517.0,1021.0,696.0,2230510.0,25.0,150.0,1398.0,0.0,1.0,40.0,0.0529,0.6342,0.9912,0.1602,0.2194,0.3247,1.0,4.2676,2.3503,2.3541,0.0088,-0.0589,1.0,2.0
1023.0,1033.0,403757.0,403767.0,53.0,14.0,11.0,4834.0,79.0,116.0,1358.0,1.0,0.0,300.0,0.4787,0.47,1.0,0.0074,0.7143,0.9091,0.5,1.7243,1.0,1.0,0.0,-0.2874,0.2061,3.0
449.0,521.0,1699784.0,1699829.0,873.0,174.0,100.0,103898.0,106.0,133.0,1358.0,1.0,0.0,70.0,0.6613,0.7306,0.625,0.053,0.4138,0.45,0.0,2.941,1.8573,1.6532,-0.375,-0.0702,1.0,4.0
1164.0,1173.0,466028.0,466057.0,202.0,15.0,29.0,21408.0,85.0,122.0,1353.0,0.0,1.0,70.0,0.2661,0.2261,0.3103,0.0066,0.6,1.0,1.0,2.3054,0.9542,1.4624,0.6897,-0.172,0.4317,3.0
49.0,71.0,573049.0,573118.0,884.0,106.0,98.0,83716.0,77.0,118.0,1356.0,1.0,0.0,70.0,0.0723,0.4177,0.3188,0.0162,0.2076,0.7041,1.0,2.9464,1.3424,1.8389,0.6812,-0.2601,0.9997,6.0
41.0,190.0,462709.0,462786.0,6232.0,250.0,130.0,648220.0,48.0,133.0,1356.0,0.0,1.0,40.0,0.0605,0.4568,0.5168,0.1099,0.596,0.5923,0.0,3.7946,2.1732,1.8865,-0.4832,-0.1874,1.0,2.0
69.0,81.0,2001776.0,2001794.0,119.0,20.0,18.0,11516.0,84.0,117.0,1352.0,1.0,0.0,70.0,0.1021,0.4491,0.6667,0.0089,0.6,1.0,1.0,2.0756,1.0792,1.2553,0.3333,-0.244,0.3601,0.0
178.0,197.0,1924923.0,1924936.0,130.0,38.0,25.0,16308.0,115.0,140.0,1356.0,1.0,0.0,70.0,0.2625,0.4737,0.6842,0.014,0.5,0.52,0.0,2.1139,1.2787,1.1139,-0.3158,-0.02,0.4089,6.0
320.0,329.0,9754896.0,9754906.0,63.0,12.0,10.0,6884.0,89.0,126.0,1356.0,1.0,0.0,100.0,0.472,0.3,0.9,0.0066,0.75,1.0,1.0,1.7993,0.9542,1.0,0.1,-0.1463,0.1954,3.0
1563.0,1579.0,173199.0,173219.0,174.0,30.0,27.0,20469.0,106.0,127.0,1692.0,0.0,1.0,300.0,0.1336,0.4563,0.8,0.0095,0.5333,0.7407,1.0,2.2406,1.2041,1.301,0.2,-0.0809,0.5296,3.0
776.0,818.0,447943.0,447992.0,1222.0,77.0,54.0,112240.0,36.0,116.0,1654.0,1.0,0.0,80.0,0.9383,0.4062,0.8571,0.0254,0.5454,0.9074,1.0,3.0871,1.6233,1.6902,0.1429,-0.2824,1.0,3.0
1200.0,1220.0,971714.0,971922.0,1804.0,175.0,211.0,214243.0,101.0,135.0,1360.0,0.0,1.0,175.0,0.2059,0.5663,0.0962,0.0147,0.1143,0.9858,1.0,3.2562,1.301,2.3181,0.9039,-0.0722,1.0,3.0
39.0,196.0,590440.0,590503.0,6143.0,198.0,119.0,637317.0,45.0,125.0,1358.0,0.0,1.0,40.0,0.0574,0.3789,0.4013,0.1156,0.7929,0.5294,0.0,3.7884,2.1959,1.7993,-0.5987,-0.1895,1.0,2.0
1068.0,1085.0,2783339.0,2783352.0,105.0,24.0,15.0,10605.0,90.0,124.0,1364.0,1.0,0.0,80.0,0.4091,0.5249,0.7647,0.0125,0.7083,0.8667,0.0,2.0212,1.2305,1.1139,-0.2353,-0.2109,0.3678,0.0
34.0,48.0,2044448.0,2044475.0,197.0,38.0,29.0,19139.0,86.0,109.0,1354.0,1.0,0.0,70.0,0.0502,0.4788,0.5185,0.0103,0.3684,0.931,1.0,2.2945,1.1461,1.4314,0.4815,-0.241,0.6236,3.0
